,Restaurant,City,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time
255,ID_3390,Pune,North Indian,150,50,-,-,-,
256,ID_1559,Pune,Fast Food,100,99,-,-,-,
257,ID_6153,Bangalore,"North Indian, Chinese, Fast Food",200,50,3.3,9,3,
258,ID_208,Delhi,"Mithai, Street Food",100,50,3.9,99,27,
259,ID_3343,Mumbai,"South Indian, North Indian, Chinese, Street Food",200,50,3.3,15,6,
260,ID_302,Pune,"North Indian, Mughlai, Hyderabadi, Mithai, Biryani",300,50,-,-,-,
261,ID_5518,Bangalore,North Indian,100,50,3.5,27,16,
262,ID_6675,Bangalore,"Lebanese, Momos",150,50,3.8,54,21,
263,ID_7102,Bangalore,"Rajasthani, North Indian",100,50,3.8,23,8,
264,ID_2979,Kolkata,"North Indian, South Indian, Chinese",300,50,4.0,798,346,
265,ID_6547,Mumbai,"Rolls, Fast Food",150,50,4.1,1489,664,
266,ID_2159,Bangalore,"North Indian, South Indian",150,50,-,-,-,
267,ID_538,Kolkata,"Fast Food, Chinese",100,50,-,-,-,
268,ID_5974,Mumbai,"North Indian, Chinese",200,50,2.8,10,4,
269,ID_7497,Pune,Maharashtrian,100,50,3.3,12,1,
270,ID_5616,Mumbai,"Fast Food, Desserts",200,99,3.8,140,80,
271,ID_2433,Noida,North Indian,100,50,-,-,-,
272,ID_6281,Gurgaon,"Chinese, North Indian",250,50,-,-,-,
273,ID_4072,Delhi,North Indian,100,50,NEW,-,-,
274,ID_5538,Noida,"North Indian, Beverages",100,50,3.0,-,-,
275,ID_458,Pune,"Fast Food, Pizza",100,50,3.1,6,1,
276,ID_4766,Mumbai,Mithai,250,50,3.6,50,30,
277,ID_1209,Bangalore,"Cafe, Desserts, Beverages",250,50,3.4,12,9,
278,ID_5517,Delhi,Paan,50,50,3.4,24,13,
279,ID_7368,Pune,"North Indian, Mughlai, Rolls",200,50,3.0,39,7,
280,ID_7768,Noida,Fast Food,150,99,3.9,116,19,
281,ID_2009,Delhi,"Fast Food, Chinese",150,50,3.4,17,3,
282,ID_1209,Delhi,"Cafe, Beverages, Sandwich, Fast Food, Desserts",250,50,3.6,92,47,
283,ID_3363,Pune,"Maharashtrian, North Indian",250,50,2.9,7,2,
284,ID_7962,Delhi,"Salad, Healthy Food, Beverages",400,99,4.1,447,246,
285,ID_1156,Delhi,"Burger, Fast Food, Desserts, Beverages",150,50,-,-,-,
286,ID_7732,Noida,"North Indian, Chinese, Fast Food",300,50,4.3,-,-,
287,ID_8601,Hyderabad,South Indian,100,50,3.6,98,10,
288,ID_1324,Bangalore,"Bakery, Desserts",200,99,3.3,17,10,
289,ID_4877,Noida,Bakery,100,50,2.9,121,20,
290,ID_7997,Noida,"North Indian, Chinese",150,50,3.6,165,24,
291,ID_2340,Delhi,Fast Food,100,50,-,-,-,
292,ID_1963,Mumbai,"North Indian, Chinese",250,50,3.1,12,5,
293,ID_4654,Hyderabad,"Burger, Fast Food",200,50,3.9,574,69,
294,ID_7886,Noida,"Chinese, Thai",350,50,4.2,576,204,
295,ID_7440,Mumbai,Mithai,200,50,4.0,152,88,
296,ID_7714,Gurgaon,"Fast Food, Healthy Food",150,50,3.6,22,9,
297,ID_8084,Mumbai,"North Indian, Rolls, Desserts",200,50,3.3,18,5,
298,ID_2542,Pune,"Mexican, Italian, Modern Indian",200,50,3.9,65,39,
299,ID_6809,Bangalore,"South Indian, North Indian, Chinese",150,50,3.1,5,2,
300,ID_457,Pune,"Maharashtrian, South Indian",100,50,4.0,135,64,
301,ID_3931,Kolkata,"Chinese, Bengali, Bangladeshi, Rolls",100,50,3.3,16,4,
302,ID_8646,Bangalore,"North Indian, Mughlai, Biryani, Rolls",300,50,2.7,190,80,
303,ID_18,Pune,"Pizza, Italian, Beverages",400,50,4.5,366,232,
304,ID_7430,Delhi,North Indian,100,50,3.5,28,6,
305,ID_7086,Mumbai,"South Indian, North Indian, Ice Cream",250,50,4.5,147,91,
306,ID_7322,Pune,"North Indian, Street Food, Fast Food, Chinese",200,50,3.1,4,1,
307,ID_969,Noida,Rolls,100,50,3.4,14,8,
308,ID_7654,Kolkata,"Cafe, Beverages",250,50,4.0,589,346,
309,ID_6012,Noida,"North Indian, Chinese, South Indian, Fast Food",200,50,3.4,132,33,
310,ID_696,Bangalore,"Biryani, Chinese, North Indian",200,50,3.3,6,4,
311,ID_2793,Bangalore,Desserts,200,50,-,-,-,
312,ID_1097,Delhi,North Indian,100,50,-,-,-,
313,ID_5771,Pune,"Fast Food, Beverages, Burger, Coffee",150,50,3.2,-,-,
314,ID_6120,Bangalore,"Andhra, Biryani, North Indian, Chinese",300,50,3.2,48,4,
315,ID_7937,Bangalore,North Indian,200,50,NEW,-,-,
316,ID_5318,Bangalore,"Seafood, Biryani, North Indian",100,50,4.0,107,41,
317,ID_2542,Delhi,"Mexican, Italian",200,99,4.0,73,49,
318,ID_1204,Pune,"Cafe, Fast Food, Beverages",200,50,-,-,-,
319,ID_4742,Delhi,"Fast Food, Desserts, Beverages",100,50,3.4,73,39,
320,ID_3286,Bangalore,"North Indian, Chinese, Healthy Food",150,50,3.7,64,23,
321,ID_6968,Bangalore,"American, Fast Food",150,50,NEW,-,-,
322,ID_1024,Noida,"Bengali, Chinese, Fast Food",150,50,NEW,-,-,
323,ID_5892,Noida,"Chinese, Fast Food",100,50,3.7,28,22,
324,ID_8179,Bangalore,"South Indian, North Indian, Chinese",200,50,3.9,72,32,
325,ID_2276,Delhi,"North Indian, Mughlai",250,50,3.3,9,5,
326,ID_5757,Delhi,"Chinese, Burger, Hot dogs",100,50,3.2,8,2,
327,ID_3873,Delhi,North Indian,200,50,3.6,47,26,
328,ID_2502,Mumbai,Desserts,200,50,3.7,34,23,
329,ID_5082,Delhi,"North Indian, Mughlai",200,50,3.5,32,25,
330,ID_4374,Noida,"Fast Food, Beverages",100,50,-,-,-,
331,ID_3341,Bangalore,"South Indian, Chinese",150,50,3.9,58,22,
332,ID_7926,Gurgaon,Mughlai,200,50,3.6,48,16,
333,ID_1293,Pune,"Sandwich, Fast Food",200,50,3.5,11,6,
334,ID_1140,Hyderabad,"Burger, Fast Food, Beverages",200,50,3.9,817,103,
335,ID_7384,Gurgaon,"North Indian, Fast Food",150,50,2.9,4,-,
336,ID_2062,Delhi,"Asian, Japanese, Sushi",300,50,4.1,65,33,
337,ID_3559,Noida,Pizza,100,50,3.7,82,13,
338,ID_2993,Delhi,"North Indian, Chinese",300,50,3.6,173,60,
339,ID_4897,Bangalore,"Beverages, Tea, Street Food, Sandwich, Fast Food",50,50,-,-,-,
340,ID_4664,Bangalore,"North Indian, Biryani, Sandwich, Rolls",200,50,3.9,73,58,
341,ID_1630,Delhi,"Mithai, Fast Food",100,50,3.7,51,17,
342,ID_8640,Gurgaon,"Biryani, Mughlai",200,50,3.0,8,1,
343,ID_4456,Pune,"North Indian, Chinese",200,50,3.8,25,16,
344,ID_7348,Delhi,"Chinese, North Indian, Mughlai",350,50,3.8,237,90,
345,ID_3490,Bangalore,Chinese,150,50,3.5,16,7,
346,ID_3044,Bangalore,"Italian, American, Fast Food, Wraps, Rolls, Salad",400,50,4.2,306,197,
347,ID_1091,Pune,"Bakery, Desserts, Fast Food",300,199,4.1,116,71,
348,ID_7176,Noida,"Burger, Fast Food, Desserts",150,50,3.6,112,44,
349,ID_694,Noida,"Ice Cream, Desserts, Beverages",100,50,3.1,8,-,
350,ID_8089,Pune,"North Indian, Chinese, Thai, European, Italian",650,50,3.6,186,114,
351,ID_1408,Delhi,"North Indian, Chinese, Continental",250,50,3.6,73,42,
352,ID_185,Pune,"North Indian, South Indian, Chinese, Street Food",200,50,3.5,98,32,
353,ID_6549,Mumbai,Rolls,100,50,3.9,171,56,
354,ID_3321,Pune,"North Indian, Chinese, Fast Food",200,50,3.7,131,39,
355,ID_3799,Delhi,Burger,150,50,3.3,4,-,
356,ID_299,Hyderabad,South Indian,100,50,3.9,30,4,
357,ID_3781,Bangalore,"Beverages, Fast Food",200,50,3.8,41,10,
358,ID_270,Pune,"Biryani, Mughlai, Chinese",200,50,4.0,330,156,
359,ID_5378,Kolkata,"Fast Food, Paan, Chinese",100,50,3.6,35,18,
360,ID_2491,Mumbai,"Chinese, Mughlai",450,50,4.1,1719,1260,
361,ID_2752,Noida,North Indian,300,99,-,-,-,
362,ID_3181,Pune,"South Indian, Beverages",150,50,3.9,74,49,
363,ID_8585,Delhi,"Bakery, Desserts, Fast Food",200,50,3.1,8,2,
364,ID_4797,Bangalore,"Pizza, Desserts",250,50,4.3,511,143,
365,ID_3828,Kolkata,"South Indian, Desserts",100,50,3.5,163,80,
366,ID_1326,Noida,"Bakery, Fast Food",150,50,NEW,-,-,
367,ID_6966,Noida,North Indian,150,50,3.6,57,10,
368,ID_2534,Pune,"Cafe, Fast Food",200,50,3.7,36,25,
369,ID_851,Noida,North Indian,150,50,NEW,-,-,
370,ID_2302,Gurgaon,"Pizza, Fast Food",150,50,3.4,21,2,
371,ID_5708,Delhi,"Pizza, Fast Food",400,50,3.9,438,225,
372,ID_7543,Delhi,"Burger, Belgian, Fast Food, Desserts",250,50,4.3,489,241,
373,ID_7992,Kolkata,"Beverages, South Indian, Fast Food",200,50,3.6,194,107,
374,ID_2284,Noida,"North Indian, Afghan, Chinese",200,50,3.6,50,33,
375,ID_8195,Delhi,"Biryani, North Indian",250,50,-,-,-,
376,ID_7129,Noida,"Sandwich, Chinese",150,50,2.9,40,15,
377,ID_3051,Pune,"Fast Food, Desserts, Beverages",300,50,4.1,232,127,
378,ID_2974,Noida,"Fast Food, Tea, Coffee",150,50,3.4,17,8,
379,ID_1412,Delhi,"Beverages, Fast Food",200,0,3.8,64,28,
380,ID_1592,Mumbai,"Fast Food, Pizza, Sandwich",150,99,3.6,56,9,
381,ID_4077,Noida,North Indian,200,50,3.6,29,9,
382,ID_2402,Gurgaon,"Healthy Food, North Indian, Biryani, Continental, Beverages",200,50,4.0,356,133,
383,ID_1534,Pune,Street Food,100,50,3.9,65,32,
384,ID_8648,Pune,"Cafe, Sushi, Continental, Italian",350,50,4.3,193,90,
385,ID_6607,Pune,North Indian,150,50,4.4,769,319,
386,ID_7241,Gurgaon,"North Indian, Chinese",200,50,-,-,-,
387,ID_2940,Gurgaon,"North Indian, Healthy Food, Wraps, Sandwich, Salad, Mexican",200,50,4.4,88,70,
388,ID_1353,Noida,Bakery,150,50,3.7,21,20,
389,ID_8603,Delhi,"North Indian, Continental, South Indian",200,0,3.9,108,48,
390,ID_1111,Delhi,Mughlai,250,50,4.1,91,50,
391,ID_603,Noida,Bakery,150,50,-,-,-,
392,ID_4435,Mumbai,"North Indian, South Indian, Chinese, Fast Food, Beverages",300,50,3.6,85,44,
393,ID_5860,Pune,"North Indian, Fast Food",100,50,3.9,184,97,
394,ID_5727,Mumbai,"Italian, Pizza",200,99,2.4,38,18,
395,ID_204,Noida,"Mithai, Street Food",100,50,3.3,51,14,
396,ID_4727,Pune,"North Indian, Chinese, Desserts",200,50,3.0,17,4,
397,ID_6605,Noida,"North Indian, Biryani",200,50,3.8,-,-,
398,ID_1973,Bangalore,"Cafe, Italian, Chinese, Beverages",400,50,4.0,550,179,
399,ID_1978,Delhi,"North Indian, Chinese",150,50,3.7,252,189,
400,ID_106,Bangalore,South Indian,100,50,3.4,6,2,
401,ID_3873,Delhi,North Indian,200,50,3.8,82,43,
402,ID_5949,Delhi,"Beverages, Ice Cream",100,50,3.5,43,14,
403,ID_1030,Bangalore,"North Indian, Chinese",100,50,3.3,14,5,
404,ID_6970,Bangalore,"Sandwich, Salad",150,50,3.8,29,5,
405,ID_7815,Gurgaon,North Indian,200,50,NEW,-,-,
406,ID_3681,Pune,South Indian,100,50,3.9,78,30,
407,ID_449,Kolkata,North Indian,200,50,3.9,709,133,
408,ID_8197,Pune,"Fast Food, Street Food",100,50,3.5,16,5,
409,ID_4472,Delhi,"North Indian, Continental, Italian",850,50,4.5,723,468,
410,ID_3202,Noida,"Fast Food, Healthy Food, Salad",200,50,3.9,146,92,
411,ID_787,Bangalore,Fast Food,100,50,3.1,18,7,
412,ID_7701,Bangalore,"Continental, Italian",300,50,4.0,785,444,
413,ID_3424,Pune,"South Indian, North Indian, Chinese, Fast Food",300,50,3.4,53,15,
414,ID_3646,Noida,"Pizza, Italian",150,50,3.0,7,4,
415,ID_5782,Bangalore,"Chinese, North Indian, Odia",100,50,3.5,31,18,
416,ID_6163,Hyderabad,Fast Food,150,50,3.1,7,1,
417,ID_195,Mumbai,"Mughlai, North Indian, Chinese, Seafood",150,50,4.0,1210,503,
418,ID_3738,Bangalore,"North Indian, Chinese, South Indian, Biryani",200,50,3.2,126,20,
419,ID_1369,Bangalore,Bakery,200,50,3.3,38,12,
420,ID_7626,Pune,"Cafe, Fast Food",200,50,2.8,18,3,
421,ID_3714,Delhi,"Fast Food, Street Food",150,50,3.4,12,6,
422,ID_6708,Noida,"Bakery, Fast Food, Sandwich",100,50,3.6,48,9,
423,ID_4422,Noida,"North Indian, Mughlai, Chinese",250,50,4.2,172,152,
424,ID_3566,Bangalore,"North Indian, Arabian, Mughlai, Biryani, Seafood, Beverages",400,50,4.2,1838,1409,
425,ID_2832,Pune,"Beverages, Juices",50,50,-,-,-,
426,ID_2415,Delhi,"Cafe, American, Chinese, Continental, North Indian, Italian",300,50,4.4,3067,2174,
427,ID_7770,Delhi,"North Indian, Fast Food",200,99,3.0,6,2,
428,ID_259,Pune,"Mughlai, North Indian",200,50,3.5,83,12,
429,ID_8617,Noida,"Rolls, North Indian, Chinese",200,50,3.5,275,104,
430,ID_7990,Bangalore,Chinese,150,50,NEW,-,-,
431,ID_5834,Noida,Paan,50,50,-,-,-,
432,ID_347,Delhi,North Indian,150,50,3.3,344,20,
433,ID_3663,Delhi,Bakery,150,50,NEW,-,-,
434,ID_8563,Gurgaon,"Chinese, Momos, Beverages",200,50,3.1,12,8,
435,ID_2242,Delhi,"Healthy Food, Fast Food",150,50,3.4,55,23,
436,ID_5793,Bangalore,"Goan, Mangalorean",200,50,3.8,16,5,
437,ID_2496,Delhi,"Biryani, Beverages",150,50,NEW,-,-,
438,ID_6613,Bangalore,"Cafe, Beverages, Fast Food",300,50,4.1,84,32,
439,ID_5311,Noida,"North Indian, Chinese",200,50,3.2,8,4,
440,ID_3677,Noida,Fast Food,100,50,NEW,-,-,
441,ID_5939,Bangalore,"Fast Food, Desserts, Beverages",200,50,NEW,-,-,
442,ID_2833,Hyderabad,Mithai,100,50,4.2,1025,26,
443,ID_2871,Pune,Chinese,150,50,-,-,-,
444,ID_7750,Delhi,"Asian, Biryani, North Indian, Desserts",200,50,4.1,38,37,
445,ID_7883,Bangalore,"Bar Food, Continental, Italian, Asian",600,99,4.2,2606,1392,
446,ID_3723,Kolkata,"Mishti, Fast Food",100,50,3.8,119,38,
447,ID_285,Pune,"Fast Food, North Indian",150,50,3.7,47,23,
448,ID_3828,Kolkata,"South Indian, Desserts",100,50,3.5,163,80,
449,ID_3953,Gurgaon,"Mughlai, North Indian, Kebab",150,50,3.5,12,9,
450,ID_8652,Noida,"Fast Food, Chinese, North Indian, Momos",150,50,-,-,-,
451,ID_8293,Pune,"Chinese, North Indian, Seafood",500,50,3.6,54,18,
452,ID_7069,Hyderabad,"South Indian, Chinese",100,50,3.7,95,14,
453,ID_3841,Noida,"North Indian, Burger",150,50,-,-,-,
454,ID_1481,Bangalore,"Cafe, Tea, Beverages",150,50,3.0,69,30,
455,ID_6978,Noida,South Indian,150,50,3.8,97,22,
456,ID_79,Pune,"Biryani, Kebab",150,50,NEW,-,-,
457,ID_1333,Pune,"Desserts, Bakery",150,50,3.9,74,30,
458,ID_5682,Noida,"Pizza, Fast Food",200,50,3.9,136,62,
459,ID_1669,Delhi,"North Indian, Italian, Chinese, Continental",250,50,3.8,366,220,
460,ID_8464,Delhi,"Chinese, Fast Food",200,50,3.6,19,10,
461,ID_1076,Pune,"Continental, Italian, Pizza, Burger, Chinese, North Indian, Salad",650,50,3.9,123,72,
462,ID_3972,Delhi,"North Indian, Mughlai, Rolls",150,99,3.5,90,12,
463,ID_272,Noida,"Mughlai, Biryani, North Indian",200,50,NEW,-,-,
464,ID_1572,Noida,"North Indian, Chinese",250,50,2.8,15,6,
465,ID_4832,Gurgaon,"Chinese, Fast Food",150,50,3.4,10,2,
466,ID_1950,Delhi,"Chinese, Mughlai, North Indian",250,50,3.1,7,5,
467,ID_1508,Noida,North Indian,200,50,3.8,107,44,
468,ID_7043,Delhi,"North Indian, Chinese, Momos",100,50,NEW,-,-,
469,ID_7923,Delhi,North Indian,100,50,3.3,10,7,
470,ID_6500,Noida,"South Indian, North Indian, Chinese",200,99,3.9,216,101,
471,ID_7154,Noida,"North Indian, Chinese",150,99,3.2,9,1,
472,ID_7067,Hyderabad,South Indian,100,50,3.5,237,2,
473,ID_5035,Delhi,Chinese,150,50,2.4,92,41,
474,ID_8507,Noida,Italian,150,50,-,-,-,
475,ID_2267,Delhi,"North Indian, Chinese, Rolls",300,50,4.2,47,38,
476,ID_1871,Noida,Bakery,100,50,3.4,36,16,
477,ID_7276,Noida,"North Indian, Mughlai",300,50,4.4,308,175,
478,ID_6625,Delhi,"Fast Food, Chinese, Italian, Seafood, Beverages",200,50,NEW,-,-,
479,ID_8068,Bangalore,"Tibetan, Chinese, Thai",200,50,4.1,1025,542,
480,ID_3026,Pune,"North Indian, Chinese, South Indian",200,50,3.5,109,43,
481,ID_8621,Noida,Rolls,100,50,2.9,58,27,
482,ID_2195,Gurgaon,North Indian,100,50,3.1,6,1,
483,ID_485,Delhi,"North Indian, South Indian, Chinese",200,50,2.9,52,16,
484,ID_6899,Gurgaon,"Coffee, Fast Food, Beverages",200,50,NEW,-,-,
485,ID_1521,Mumbai,"Tea, Fast Food",100,50,3.3,12,6,
486,ID_2530,Mumbai,"Fast Food, Lebanese",200,50,NEW,-,-,
487,ID_5194,Mumbai,"South Indian, North Indian, Chinese",100,50,3.3,7,4,
488,ID_780,Pune,"Mithai, Street Food",150,50,3.3,4,3,
489,ID_2773,Delhi,"Italian, Fast Food, Beverages",250,50,3.7,42,40,
490,ID_6660,Mumbai,"Seafood, Rolls, BBQ",200,50,3.4,27,9,
491,ID_3017,Noida,"Pizza, Chinese",150,50,NEW,-,-,
492,ID_2820,Gurgaon,"North Indian, Chinese",300,50,-,-,-,
493,ID_88,Delhi,North Indian,100,50,-,-,-,
494,ID_4964,Noida,"Continental, Fast Food, Beverages",200,50,3.8,113,51,
495,ID_1461,Pune,"Chinese, North Indian, Biryani",150,50,3.3,12,4,
496,ID_336,Delhi,"South Indian, Chinese, Fast Food",150,50,3.3,22,10,
497,ID_6504,Pune,"North Indian, Mughlai, Seafood, Chinese",400,50,3.9,391,302,
498,ID_4077,Noida,North Indian,200,50,3.6,29,9,
499,ID_5991,Bangalore,"Biryani, North Indian, Mughlai, Chinese, Kebab",300,50,2.6,336,175,
500,ID_5252,Gurgaon,"Ice Cream, Beverages, Fast Food",250,50,4.0,71,49,
501,ID_3987,Gurgaon,"Mughlai, Biryani",100,50,3.2,6,2,
502,ID_338,Bangalore,"Bakery, Desserts",150,50,3.7,8,2,
503,ID_5880,Delhi,"North Indian, Rolls",200,50,3.7,27,10,
504,ID_460,Mumbai,Chinese,100,50,NEW,-,-,
505,ID_2434,Bangalore,"North Indian, Chinese",250,50,3.8,46,28,
506,ID_5330,Pune,"Malwani, Seafood",250,50,3.3,10,4,
507,ID_4482,Mumbai,Fast Food,100,50,NEW,-,-,
508,ID_2653,Noida,"North Indian, Chinese",200,50,3.9,385,71,
509,ID_6880,Kolkata,"Sandwich, Fast Food, Burger",100,50,3.4,226,83,
510,ID_7763,Noida,"Fast Food, Wraps, Sandwich, Burger, Beverages",100,50,3.9,46,24,
511,ID_1916,Noida,Bakery,150,50,3.4,17,8,
512,ID_3322,Kolkata,"South Indian, North Indian",100,50,3.3,15,6,
513,ID_6038,Pune,"North Indian, Mughlai, Kebab, Chinese",300,50,3.8,689,341,
514,ID_5145,Delhi,"Chinese, Momos",100,50,3.0,161,17,
515,ID_4818,Noida,"Momos, North Indian, Rolls",200,50,3.7,36,24,
516,ID_7501,Mumbai,"North Indian, South Indian, Desserts, Beverages",200,50,3.3,33,23,
517,ID_6353,Pune,"South Indian, Chinese",100,50,-,-,-,
518,ID_1033,Pune,"Finger Food, Brazilian, BBQ",750,50,4.3,108,67,
519,ID_8015,Noida,"Pizza, Fast Food",150,50,3.4,7,7,
520,ID_4193,Delhi,"North Indian, Continental","1,000",50,4.2,409,275,
521,ID_1994,Bangalore,"Arabian, Middle Eastern, Biryani, Mughlai, Fast Food",250,50,3.5,19,9,
522,ID_161,Bangalore,"Chinese, Fast Food, Momos",200,50,3.9,217,55,
523,ID_1346,Pune,Desserts,150,50,3.6,30,12,
524,ID_4060,Mumbai,Fast Food,100,50,-,-,-,
525,ID_6987,Bangalore,"North Indian, South Indian, Chinese",150,50,3.0,5,1,
526,ID_2528,Mumbai,"Chinese, Fast Food",300,50,3.4,46,14,
527,ID_4575,Bangalore,North Indian,100,50,NEW,-,-,
528,ID_7184,Bangalore,"Fast Food, Healthy Food, Sandwich, Salad",200,50,2.4,81,39,
529,ID_5614,Noida,"North Indian, Chinese, Mughlai",200,50,3.1,6,-,
530,ID_2148,Noida,"North Indian, Chinese",200,50,3.2,11,2,
531,ID_128,Pune,"North Indian, Fast Food",200,50,3.1,5,1,
532,ID_3746,Kolkata,"Chinese, Fast Food",150,50,-,-,-,
533,ID_680,Bangalore,"Hyderabadi, Biryani, Arabian, Seafood, Chinese",350,50,3.9,103,25,
534,ID_1438,Noida,"North Indian, Fast Food",200,50,-,-,-,
535,ID_7646,Hyderabad,"Chinese, South Indian",200,50,3.1,203,13,
536,ID_4532,Bangalore,"Kerala, North Indian, Chinese, South Indian",150,50,3.4,13,2,
537,ID_8173,Mumbai,"North Indian, Chinese, South Indian, Fast Food",250,50,3.7,189,84,
538,ID_820,Noida,North Indian,150,50,3.6,99,18,
539,ID_380,Bangalore,"North Indian, Chinese, Rolls",100,50,3.4,92,11,
540,ID_6935,Bangalore,Fast Food,150,50,-,-,-,
541,ID_4857,Noida,"North Indian, Mughlai, Kebab, Chinese, Biryani",350,99,4.0,109,81,
542,ID_2010,Bangalore,"Sushi, Korean",400,50,3.9,100,46,
543,ID_1656,Pune,"Fast Food, Raw Meats",150,50,-,-,-,
544,ID_4280,Delhi,North Indian,200,50,3.6,28,9,
545,ID_7483,Gurgaon,North Indian,100,50,-,-,-,
546,ID_3028,Bangalore,"Beverages, Juices",100,50,3.5,9,2,
547,ID_6265,Bangalore,"North Indian, Chinese",150,50,3.9,256,79,
548,ID_911,Noida,Biryani,100,50,NEW,-,-,
549,ID_8495,Mumbai,"Continental, North Indian, Italian, Beverages, Desserts",200,50,3.3,7,6,
550,ID_222,Bangalore,Street Food,50,50,-,-,-,
551,ID_2610,Pune,Sandwich,100,50,3.5,32,19,
552,ID_8563,Gurgaon,"Momos, Burger, Chinese, Beverages",100,50,3.2,22,13,
553,ID_7026,Pune,"Mughlai, North Indian, Chinese",200,50,3.1,9,-,
554,ID_7617,Delhi,"Bakery, Fast Food, Chinese",200,50,3.9,306,223,
555,ID_123,Noida,North Indian,150,50,3.5,137,29,
556,ID_8153,Bangalore,"North Indian, Chinese",300,50,3.4,9,9,
557,ID_7867,Pune,Momos,100,50,4.0,44,19,
558,ID_6322,Kolkata,North Indian,200,50,3.7,624,320,
559,ID_2778,Delhi,"Mughlai, North Indian",200,50,3.5,37,24,
560,ID_7201,Mumbai,"Desserts, Juices",150,50,3.9,281,127,
561,ID_5298,Pune,North Indian,200,50,3.3,50,8,
562,ID_4273,Bangalore,"Bakery, Desserts, Beverages",200,50,4.1,30,23,
563,ID_1500,Gurgaon,"North Indian, Mughlai, Chinese",250,50,4.2,92,59,
564,ID_48,Noida,"Bakery, Desserts, Fast Food",100,99,4.0,254,126,
565,ID_3112,Noida,Fast Food,200,50,3.4,19,6,
566,ID_2494,Kolkata,"Continental, Fast Food, Italian, Healthy Food",100,50,3.4,27,14,
567,ID_4745,Noida,"North Indian, Chinese",100,50,3.1,5,4,
568,ID_2451,Delhi,"Desserts, Coffee, Beverages",200,50,4.0,77,48,
569,ID_2569,Noida,North Indian,250,50,4.0,101,61,
570,ID_7166,Noida,"South Indian, Chinese",150,50,3.4,16,9,
571,ID_279,Noida,"Turkish, Rolls",250,50,2.6,186,141,
572,ID_1528,Pune,"Fast Food, Rolls, Biryani, North Indian",150,50,3.9,420,264,
573,ID_3947,Noida,Bakery,150,99,3.7,67,27,
574,ID_3736,Delhi,"North Indian, Mughlai, Chinese",100,50,-,-,-,
575,ID_8297,Mumbai,"South Indian, North Indian, Chinese",200,50,3.1,64,27,
576,ID_5270,Noida,"North Indian, Chinese, South Indian",200,50,3.5,39,16,
577,ID_2882,Pune,"Ice Cream, Desserts, Bakery",100,50,3.0,22,11,
578,ID_2866,Pune,Street Food,50,50,4.3,651,149,
579,ID_1888,Noida,"Cafe, Fast Food, Chinese",200,50,3.6,27,13,
580,ID_4851,Delhi,"Bengali, South Indian, North Indian, Mughlai",600,50,4.0,1632,1183,
581,ID_2126,Noida,"North Indian, Chinese",200,50,3.3,12,1,
582,ID_7613,Noida,"Bakery, Fast Food",150,99,2.7,42,10,
583,ID_4877,Noida,Bakery,100,50,2.9,121,20,
584,ID_7025,Pune,"North Indian, Chinese",200,50,-,-,-,
585,ID_1977,Noida,"North Indian, Chinese",150,50,NEW,-,-,
586,ID_6188,Noida,Fast Food,100,50,3.4,8,2,
587,ID_8352,Noida,"North Indian, Chinese",200,50,NEW,-,-,
588,ID_3699,Kolkata,"North Indian, South Indian",100,50,3.4,243,73,
589,ID_6916,Pune,"Biryani, North Indian",200,50,3.2,10,5,
590,ID_4192,Gurgaon,Fast Food,150,50,3.7,75,34,
591,ID_1735,Mumbai,Chinese,150,50,NEW,-,-,
592,ID_5002,Mumbai,"Momos, Desserts",100,50,3.3,17,10,
593,ID_5690,Noida,"Pizza, Fast Food",200,0,3.7,88,32,
594,ID_2535,Mumbai,Fast Food,150,50,3.6,22,11,
595,ID_4562,Delhi,Chinese,250,50,3.8,19,15,
596,ID_6899,Bangalore,Coffee,200,50,3.8,14,11,
597,ID_2386,Delhi,"Asian, Chinese",300,50,4.2,510,230,
598,ID_6334,Noida,"North Indian, Asian, Biryani, Mughlai, Desserts, Kashmiri",350,50,3.4,13,2,
599,ID_1587,Delhi,"Desserts, Bakery",200,50,4.1,93,71,
600,ID_7854,Delhi,"North Indian, Chinese",200,50,-,-,-,
601,ID_5045,Bangalore,"Mangalorean, North Indian, Chinese, Seafood",200,50,3.9,212,93,
602,ID_2301,Bangalore,"Pizza, Fast Food",200,0,4.1,657,96,
603,ID_694,Noida,"Ice Cream, Desserts, Beverages",100,50,4.4,128,81,
604,ID_7142,Pune,"Cafe, Coffee, Tea, Desserts",300,50,4.1,600,298,
605,ID_3212,Noida,"North Indian, Healthy Food",200,50,3.9,113,61,
606,ID_3759,Pune,"Juices, Beverages, Healthy Food",100,50,3.5,24,17,
607,ID_6583,Bangalore,"Biryani, Kebab",200,50,4.0,41,12,
608,ID_1178,Noida,"Italian, Salad",150,50,2.9,5,-,
609,ID_5157,Kolkata,"Biryani, Mughlai, North Indian",150,50,3.2,5,1,
610,ID_3927,Pune,Fast Food,100,50,3.8,94,27,
611,ID_7230,Mumbai,Fast Food,100,50,NEW,-,-,
612,ID_1814,Noida,"North Indian, Chinese",200,50,NEW,-,-,
613,ID_4373,Pune,Bakery,200,50,3.9,139,74,
614,ID_6903,Pune,"Healthy Food, Salad",350,99,4.0,233,80,
615,ID_2542,Pune,"Mexican, Italian, Modern Indian",200,50,3.9,90,64,
